age,sex,geo,TIME_PERIOD,OBS_VALUE
Y0-4,F,DE,2012,570
Y0-4,M,DE,2012,606
Y0-4,F,DE,2012,508
Y0-4,F,DE,2013,577
Y0-4,F,DE,2014,552
Y0-4,F,DE,2015,656
Y0-4,F,DE,2016,574
Y0-4,F,DE,2017,513
Y0-4,F,DE,2018,462
Y0-4,F,DE,2019,448
Y0-4,F,DE,2020,391
Y0-4,F,DE,2021,459
Y0-4,M,DE,2012,531
Y0-4,M,DE,2013,615
Y0-4,M,DE,2014,693
Y0-4,M,DE,2015,667
Y0-4,M,DE,2016,509
Y0-4,M,DE,2017,563
Y0-4,M,DE,2018,515
Y0-4,M,DE,2019,511
Y0-4,M,DE,2020,458
Y0-4,M,DE,2021,492
Y0-4,F,DE,2011,3406
Y0-4,F,DE,2012,4139
Y0-4,M,DE,2011,3618
Y0-4,M,DE,2012,4299
Y0-4,F,DE,2011,2547
Y0-4,F,DE,2012,3121
Y0-4,M,DE,2011,2758
Y0-4,M,DE,2012,3258
Y0-4,F,DE,2011,5426
Y0-4,F,DE,2012,6755
Y0-4,M,DE,2011,5786
Y0-4,M,DE,2012,7195
Y0-4,F,DE,2011,4567
Y0-4,F,DE,2012,5737
Y0-4,M,DE,2011,4926
Y0-4,M,DE,2012,6154
Y0-4,F,DE,2008,7058
Y0-4,F,DE,2009,4415
Y0-4,F,DE,2010,6245
Y0-4,F,DE,2011,6618
Y0-4,F,DE,2012,8495
Y0-4,M,DE,2008,6738
Y0-4,M,DE,2009,4744
Y0-4,M,DE,2010,6595
Y0-4,M,DE,2011,7002
Y0-4,M,DE,2012,8988
Y0-4,F,DE,2008,4447
Y0-4,F,DE,2009,3296
Y0-4,F,DE,2010,5460
Y0-4,F,DE,2011,5759
Y0-4,F,DE,2012,7477
Y0-4,M,DE,2008,4324
Y0-4,M,DE,2009,3495
Y0-4,M,DE,2010,5720
Y0-4,M,DE,2011,6142
Y0-4,M,DE,2012,7947
Y0-4,F,DE,2020,6363
Y0-4,F,DE,2021,7831
Y0-4,M,DE,2020,6918
Y0-4,M,DE,2021,8413
Y0-4,F,DE,2013,9060
Y0-4,F,DE,2014,10744
Y0-4,F,DE,2015,11841
Y0-4,F,DE,2016,10281
Y0-4,F,DE,2017,9623
Y0-4,F,DE,2018,8218
Y0-4,F,DE,2019,7853
Y0-4,M,DE,2013,9622
Y0-4,M,DE,2014,11661
Y0-4,M,DE,2015,12510
Y0-4,M,DE,2016,10843
Y0-4,M,DE,2017,10158
Y0-4,M,DE,2018,8908
Y0-4,M,DE,2019,8429
Y0-4,F,DE,2016,1916
Y0-4,M,DE,2016,1980
Y0-4,F,DE,2008,4337
Y0-4,F,DE,2009,4477
Y0-4,F,DE,2010,7318
Y0-4,F,DE,2011,5479
Y0-4,F,DE,2012,6339
Y0-4,M,DE,2008,4929
Y0-4,M,DE,2009,4778
Y0-4,M,DE,2010,7945
Y0-4,M,DE,2011,5842
Y0-4,M,DE,2012,6878
Y0-4,F,DE,2008,9589
Y0-4,F,DE,2009,8586
Y0-4,F,DE,2010,14242
Y0-4,F,DE,2011,12140
Y0-4,F,DE,2012,14894
Y0-4,F,DE,2013,18867
Y0-4,F,DE,2014,25592
Y0-4,F,DE,2015,53013
Y0-4,F,DE,2016,33475
Y0-4,F,DE,2017,26528
Y0-4,F,DE,2018,22530
Y0-4,F,DE,2019,21170
Y0-4,F,DE,2020,15911
Y0-4,F,DE,2021,21617
Y0-4,M,DE,2008,10115
Y0-4,M,DE,2009,9128
Y0-4,M,DE,2010,15205
Y0-4,M,DE,2011,12967
Y0-4,M,DE,2012,15962
Y0-4,M,DE,2013,19936
Y0-4,M,DE,2014,27691
Y0-4,M,DE,2015,58632
Y0-4,M,DE,2016,35757
Y0-4,M,DE,2017,28257
Y0-4,M,DE,2018,23965
Y0-4,M,DE,2019,22574
Y0-4,M,DE,2020,17182
Y0-4,M,DE,2021,22692
Y0-4,F,DE,2008,2467
Y0-4,F,DE,2009,2150
Y0-4,F,DE,2010,3426
Y0-4,F,DE,2011,2692
Y0-4,F,DE,2012,3234
Y0-4,M,DE,2008,2926
Y0-4,M,DE,2009,2299
Y0-4,M,DE,2010,3706
Y0-4,M,DE,2011,2866
Y0-4,M,DE,2012,3415
Y0-4,F,DE,2008,359
Y0-4,F,DE,2009,904
Y0-4,F,DE,2010,1268
Y0-4,F,DE,2011,730
Y0-4,F,DE,2012,710
Y0-4,M,DE,2008,364
Y0-4,M,DE,2009,979
Y0-4,M,DE,2010,1374
Y0-4,M,DE,2011,769
Y0-4,M,DE,2012,787
Y0-4,F,DE,2008,1511
Y0-4,F,DE,2009,1423
Y0-4,F,DE,2010,2624
Y0-4,F,DE,2011,2057
Y0-4,F,DE,2012,2395
Y0-4,M,DE,2008,1639
Y0-4,M,DE,2009,1500
Y0-4,M,DE,2010,2865
Y0-4,M,DE,2011,2207
Y0-4,M,DE,2012,2676
Y0-4,F,DE,2008,2611
Y0-4,F,DE,2009,1119
Y0-4,F,DE,2010,785
Y0-4,F,DE,2011,859
Y0-4,F,DE,2012,1018
Y0-4,F,DE,2013,862
Y0-4,F,DE,2014,1127
Y0-4,F,DE,2015,1114
Y0-4,F,DE,2016,1162
Y0-4,F,DE,2017,1306
Y0-4,F,DE,2018,1599
Y0-4,F,DE,2019,1631
Y0-4,F,DE,2020,1639
Y0-4,F,DE,2021,1614
Y0-4,M,DE,2008,2414
Y0-4,M,DE,2009,1249
Y0-4,M,DE,2010,875
Y0-4,M,DE,2011,860
Y0-4,M,DE,2012,1041
Y0-4,M,DE,2013,888
Y0-4,M,DE,2014,1133
Y0-4,M,DE,2015,1064
Y0-4,M,DE,2016,1213
Y0-4,M,DE,2017,1366
Y0-4,M,DE,2018,1540
Y0-4,M,DE,2019,1735
Y0-4,M,DE,2020,1713
Y0-4,M,DE,2021,1706
Y0-4,F,DE,2008,5142
Y0-4,F,DE,2009,5290
Y0-4,F,DE,2010,8782
Y0-4,F,DE,2011,6381
Y0-4,F,DE,2012,7417
Y0-4,M,DE,2008,5791
Y0-4,M,DE,2009,5633
Y0-4,M,DE,2010,9485
Y0-4,M,DE,2011,6825
Y0-4,M,DE,2012,8015
Y0-4,F,DE,2020,9548
Y0-4,F,DE,2021,13786
Y0-4,M,DE,2020,10264
Y0-4,M,DE,2021,14279
Y0-4,F,DE,2013,9807
Y0-4,F,DE,2014,14848
Y0-4,F,DE,2015,41172
Y0-4,F,DE,2016,23194
Y0-4,F,DE,2017,16905
Y0-4,F,DE,2018,14312
Y0-4,F,DE,2019,13317
Y0-4,M,DE,2013,10314
Y0-4,M,DE,2014,16030
Y0-4,M,DE,2015,46122
Y0-4,M,DE,2016,24914
Y0-4,M,DE,2017,18099
Y0-4,M,DE,2018,15057
Y0-4,M,DE,2019,14145
Y0-4,F,DE,2008,12382
Y0-4,F,DE,2009,9784
Y0-4,F,DE,2010,16032
Y0-4,F,DE,2011,13307
Y0-4,F,DE,2012,15968
Y0-4,F,DE,2013,19875
Y0-4,F,DE,2014,26852
Y0-4,F,DE,2015,55912
Y0-4,F,DE,2016,35507
Y0-4,F,DE,2017,28035
Y0-4,F,DE,2018,24289
Y0-4,F,DE,2019,23098
Y0-4,F,DE,2020,18284
Y0-4,F,DE,2021,23342
Y0-4,M,DE,2008,12926
Y0-4,M,DE,2009,10416
Y0-4,M,DE,2010,17148
Y0-4,M,DE,2011,14166
Y0-4,M,DE,2012,17073
Y0-4,M,DE,2013,20980
Y0-4,M,DE,2014,28966
Y0-4,M,DE,2015,61624
Y0-4,M,DE,2016,37889
Y0-4,M,DE,2017,29813
Y0-4,M,DE,2018,25687
Y0-4,M,DE,2019,24668
Y0-4,M,DE,2020,19708
Y0-4,M,DE,2021,24521
Y0-4,F,DE,2008,182
Y0-4,F,DE,2009,79
Y0-4,F,DE,2010,1005
Y0-4,F,DE,2011,308
Y0-4,F,DE,2012,56
Y0-4,F,DE,2013,146
Y0-4,F,DE,2014,133
Y0-4,F,DE,2015,1785
Y0-4,F,DE,2016,870
Y0-4,F,DE,2017,201
Y0-4,F,DE,2018,160
Y0-4,F,DE,2019,297
Y0-4,F,DE,2020,734
Y0-4,F,DE,2021,111
Y0-4,M,DE,2008,397
Y0-4,M,DE,2009,39
Y0-4,M,DE,2010,1068
Y0-4,M,DE,2011,339
Y0-4,M,DE,2012,70
Y0-4,M,DE,2013,156
Y0-4,M,DE,2014,142
Y0-4,M,DE,2015,1928
Y0-4,M,DE,2016,919
Y0-4,M,DE,2017,190
Y0-4,M,DE,2018,182
Y0-4,M,DE,2019,359
Y0-4,M,DE,2020,813
Y0-4,M,DE,2021,123
Y5-9,F,DE,2008,332
Y5-9,F,DE,2009,211
Y5-9,F,DE,2010,273
Y5-9,M,DE,2008,284
Y5-9,M,DE,2009,229
Y5-9,M,DE,2010,288
Y5-9,F,DE,2011,300
Y5-9,F,DE,2012,363
Y5-9,M,DE,2011,280
Y5-9,M,DE,2012,438
Y5-9,F,DE,2008,180
Y5-9,F,DE,2009,90
Y5-9,F,DE,2010,88
Y5-9,F,DE,2011,117
Y5-9,F,DE,2012,91
Y5-9,F,DE,2013,139
Y5-9,F,DE,2014,137
Y5-9,F,DE,2015,141
Y5-9,F,DE,2016,168
Y5-9,F,DE,2017,175
Y5-9,F,DE,2018,197
Y5-9,F,DE,2019,193
Y5-9,F,DE,2020,165
Y5-9,F,DE,2021,186
Y5-9,M,DE,2008,200
Y5-9,M,DE,2009,79
Y5-9,M,DE,2010,77
Y5-9,M,DE,2011,111
Y5-9,M,DE,2012,103
Y5-9,M,DE,2013,117
Y5-9,M,DE,2014,115
Y5-9,M,DE,2015,172
Y5-9,M,DE,2016,188
Y5-9,M,DE,2017,194
Y5-9,M,DE,2018,201
Y5-9,M,DE,2019,190
Y5-9,M,DE,2020,176
Y5-9,M,DE,2021,189
Y5-9,F,DE,2011,3254
Y5-9,F,DE,2012,3851
Y5-9,M,DE,2011,3551
Y5-9,M,DE,2012,4100
Y5-9,F,DE,2011,1373
Y5-9,F,DE,2012,1992
Y5-9,M,DE,2011,1462
Y5-9,M,DE,2012,2159
Y5-9,F,DE,2011,4716
Y5-9,F,DE,2012,5804
Y5-9,M,DE,2011,4949
Y5-9,M,DE,2012,6148
Y5-9,F,DE,2011,2835
Y5-9,F,DE,2012,3945
Y5-9,M,DE,2011,2860
Y5-9,M,DE,2012,4207
Y5-9,F,DE,2008,5282
Y5-9,F,DE,2009,3662
Y5-9,F,DE,2010,4067
Y5-9,F,DE,2011,5762
Y5-9,F,DE,2012,7429
Y5-9,M,DE,2008,4961
Y5-9,M,DE,2009,3828
Y5-9,M,DE,2010,4422
Y5-9,M,DE,2011,6028
Y5-9,M,DE,2012,7823
Y5-9,F,DE,2008,2929
Y5-9,F,DE,2009,2168
Y5-9,F,DE,2010,2468
Y5-9,F,DE,2011,3881
Y5-9,F,DE,2012,5570
Y5-9,M,DE,2008,2705
Y5-9,M,DE,2009,2196
Y5-9,M,DE,2010,2632
Y5-9,M,DE,2011,3939
Y5-9,M,DE,2012,5882
Y5-9,F,DE,2020,5152
Y5-9,F,DE,2021,4742
Y5-9,M,DE,2020,5509
Y5-9,M,DE,2021,5028
Y5-9,F,DE,2013,7325
Y5-9,F,DE,2014,9694
Y5-9,F,DE,2015,10924
Y5-9,F,DE,2016,9244
Y5-9,F,DE,2017,8030
Y5-9,F,DE,2018,6973
Y5-9,F,DE,2019,6444
Y5-9,M,DE,2013,7406
Y5-9,M,DE,2014,10087
Y5-9,M,DE,2015,11689
Y5-9,M,DE,2016,9734
Y5-9,M,DE,2017,8343
Y5-9,M,DE,2018,7488
Y5-9,M,DE,2019,6513
Y5-9,F,DE,2016,1390
Y5-9,M,DE,2016,1353
Y5-9,F,DE,2008,3080
Y5-9,F,DE,2009,3295
Y5-9,F,DE,2010,3204
Y5-9,F,DE,2011,3696
Y5-9,F,DE,2012,4618
Y5-9,M,DE,2008,3510
Y5-9,M,DE,2009,3403
Y5-9,M,DE,2010,3350
Y5-9,M,DE,2011,3902
Y5-9,M,DE,2012,5218
Y5-9,F,DE,2008,6521
Y5-9,F,DE,2009,5764
Y5-9,F,DE,2010,6033
Y5-9,F,DE,2011,7994
Y5-9,F,DE,2012,10642
Y5-9,F,DE,2013,14741
Y5-9,F,DE,2014,22107
Y5-9,F,DE,2015,47493
Y5-9,F,DE,2016,30320
Y5-9,F,DE,2017,24131
Y5-9,F,DE,2018,20625
Y5-9,F,DE,2019,19870
Y5-9,F,DE,2020,14481
Y5-9,F,DE,2021,19954
Y5-9,M,DE,2008,6699
Y5-9,M,DE,2009,5907
Y5-9,M,DE,2010,6347
Y5-9,M,DE,2011,8232
Y5-9,M,DE,2012,11641
Y5-9,M,DE,2013,15270
Y5-9,M,DE,2014,23470
Y5-9,M,DE,2015,54889
Y5-9,M,DE,2016,33026
Y5-9,M,DE,2017,25779
Y5-9,M,DE,2018,22251
Y5-9,M,DE,2019,20947
Y5-9,M,DE,2020,15553
Y5-9,M,DE,2021,21691
Y5-9,F,DE,2008,1796
Y5-9,F,DE,2009,1551
Y5-9,F,DE,2010,1569
Y5-9,F,DE,2011,1824
Y5-9,F,DE,2012,2275
Y5-9,M,DE,2008,1955
Y5-9,M,DE,2009,1505
Y5-9,M,DE,2010,1575
Y5-9,M,DE,2011,1831
Y5-9,M,DE,2012,2489
Y5-9,F,DE,2008,398
Y5-9,F,DE,2009,839
Y5-9,F,DE,2010,722
Y5-9,F,DE,2011,628
Y5-9,F,DE,2012,693
Y5-9,M,DE,2008,439
Y5-9,M,DE,2009,881
Y5-9,M,DE,2010,823
Y5-9,M,DE,2011,773
Y5-9,M,DE,2012,821
Y5-9,F,DE,2008,886
Y5-9,F,DE,2009,905
Y5-9,F,DE,2010,913
Y5-9,F,DE,2011,1244
Y5-9,F,DE,2012,1650
Y5-9,M,DE,2008,1116
Y5-9,M,DE,2009,1017
Y5-9,M,DE,2010,952
Y5-9,M,DE,2011,1298
Y5-9,M,DE,2012,1908
Y5-9,F,DE,2008,2353
Y5-9,F,DE,2009,1494
Y5-9,F,DE,2010,1599
Y5-9,F,DE,2011,1881
Y5-9,F,DE,2012,1859
Y5-9,F,DE,2013,1638
Y5-9,F,DE,2014,1783
Y5-9,F,DE,2015,1706
Y5-9,F,DE,2016,1751
Y5-9,F,DE,2017,1811
Y5-9,F,DE,2018,1941
Y5-9,F,DE,2019,2132
Y5-9,F,DE,2020,2135
Y5-9,F,DE,2021,2142
Y5-9,M,DE,2008,2256
Y5-9,M,DE,2009,1632
Y5-9,M,DE,2010,1790
Y5-9,M,DE,2011,2089
Y5-9,M,DE,2012,1941
Y5-9,M,DE,2013,1872
Y5-9,M,DE,2014,2002
Y5-9,M,DE,2015,1732
Y5-9,M,DE,2016,1870
Y5-9,M,DE,2017,1939
Y5-9,M,DE,2018,2038
Y5-9,M,DE,2019,2121
Y5-9,M,DE,2020,2410
Y5-9,M,DE,2021,2283
Y5-9,F,DE,2008,3592
Y5-9,F,DE,2009,3596
Y5-9,F,DE,2010,3565
Y5-9,F,DE,2011,4113
Y5-9,F,DE,2012,5072
Y5-9,M,DE,2008,3994
Y5-9,M,DE,2009,3711
Y5-9,M,DE,2010,3715
Y5-9,M,DE,2011,4293
Y5-9,M,DE,2012,5759
Y5-9,F,DE,2020,9329
Y5-9,F,DE,2021,15212
Y5-9,M,DE,2020,10044
Y5-9,M,DE,2021,16663
Y5-9,F,DE,2013,7416
Y5-9,F,DE,2014,12413
Y5-9,F,DE,2015,36569
Y5-9,F,DE,2016,21076
Y5-9,F,DE,2017,16101
Y5-9,F,DE,2018,13652
Y5-9,F,DE,2019,13426
Y5-9,M,DE,2013,7864
Y5-9,M,DE,2014,13383
Y5-9,M,DE,2015,43200
Y5-9,M,DE,2016,23292
Y5-9,M,DE,2017,17436
Y5-9,M,DE,2018,14763
Y5-9,M,DE,2019,14434
Y5-9,F,DE,2008,9037
Y5-9,F,DE,2009,7350
Y5-9,F,DE,2010,8078
Y5-9,F,DE,2011,10129
Y5-9,F,DE,2012,12573
Y5-9,F,DE,2013,16511
Y5-9,F,DE,2014,24014
Y5-9,F,DE,2015,50761
Y5-9,F,DE,2016,32918
Y5-9,F,DE,2017,26147
Y5-9,F,DE,2018,22730
Y5-9,F,DE,2019,22343
Y5-9,F,DE,2020,17301
Y5-9,F,DE,2021,22198
Y5-9,M,DE,2008,9329
Y5-9,M,DE,2009,7573
Y5-9,M,DE,2010,8636
Y5-9,M,DE,2011,10584
Y5-9,M,DE,2012,13625
Y5-9,M,DE,2013,17299
Y5-9,M,DE,2014,25594
Y5-9,M,DE,2015,58573
Y5-9,M,DE,2016,35876
Y5-9,M,DE,2017,27966
Y5-9,M,DE,2018,24490
Y5-9,M,DE,2019,23464
Y5-9,M,DE,2020,18746
Y5-9,M,DE,2021,24070
Y5-9,F,DE,2008,163
Y5-9,F,DE,2009,92
Y5-9,F,DE,2010,446
Y5-9,F,DE,2011,254
Y5-9,F,DE,2012,72
Y5-9,F,DE,2013,132
Y5-9,F,DE,2014,124
Y5-9,F,DE,2015,1562
Y5-9,F,DE,2016,847
Y5-9,F,DE,2017,205
Y5-9,F,DE,2018,164
Y5-9,F,DE,2019,341
Y5-9,F,DE,2020,685
Y5-9,F,DE,2021,102
Y5-9,M,DE,2008,374
Y5-9,M,DE,2009,34
Y5-9,M,DE,2010,499
Y5-9,M,DE,2011,263
Y5-9,M,DE,2012,43
Y5-9,M,DE,2013,157
Y5-9,M,DE,2014,122
Y5-9,M,DE,2015,1952
Y5-9,M,DE,2016,980
Y5-9,M,DE,2017,248
Y5-9,M,DE,2018,201
Y5-9,M,DE,2019,396
Y5-9,M,DE,2020,783
Y5-9,M,DE,2021,96
Y10-14,F,DE,2008,402
Y10-14,F,DE,2009,266
Y10-14,F,DE,2010,319
Y10-14,M,DE,2008,377
Y10-14,M,DE,2009,265
Y10-14,M,DE,2010,342
Y10-14,F,DE,2011,249
Y10-14,F,DE,2012,345
Y10-14,M,DE,2011,274
Y10-14,M,DE,2012,386
Y10-14,F,DE,2008,85
Y10-14,F,DE,2009,46
Y10-14,F,DE,2010,41
Y10-14,F,DE,2011,60
Y10-14,F,DE,2012,62
Y10-14,F,DE,2013,65
Y10-14,F,DE,2014,70
Y10-14,F,DE,2015,62
Y10-14,F,DE,2016,77
Y10-14,F,DE,2017,85
Y10-14,F,DE,2018,86
Y10-14,F,DE,2019,97
Y10-14,F,DE,2020,85
Y10-14,F,DE,2021,104
Y10-14,M,DE,2008,64
Y10-14,M,DE,2009,34
Y10-14,M,DE,2010,58
Y10-14,M,DE,2011,59
Y10-14,M,DE,2012,55
Y10-14,M,DE,2013,63
Y10-14,M,DE,2014,67
Y10-14,M,DE,2015,78
Y10-14,M,DE,2016,78
Y10-14,M,DE,2017,83
Y10-14,M,DE,2018,82
Y10-14,M,DE,2019,92
Y10-14,M,DE,2020,95
Y10-14,M,DE,2021,111
Y10-14,F,DE,2011,2611
Y10-14,F,DE,2012,3183
Y10-14,M,DE,2011,2863
Y10-14,M,DE,2012,3419
Y10-14,F,DE,2011,844
Y10-14,F,DE,2012,1288
Y10-14,M,DE,2011,1019
Y10-14,M,DE,2012,1406
Y10-14,F,DE,2011,3670
Y10-14,F,DE,2012,4712
Y10-14,M,DE,2011,4008
Y10-14,M,DE,2012,5019
Y10-14,F,DE,2011,1903
Y10-14,F,DE,2012,2817
Y10-14,M,DE,2011,2164
Y10-14,M,DE,2012,3006
Y10-14,F,DE,2008,4181
Y10-14,F,DE,2009,3040
Y10-14,F,DE,2010,3444
Y10-14,F,DE,2011,4444
Y10-14,F,DE,2012,5893
Y10-14,M,DE,2008,4466
Y10-14,M,DE,2009,3204
Y10-14,M,DE,2010,3551
Y10-14,M,DE,2011,4810
Y10-14,M,DE,2012,6313
Y10-14,F,DE,2008,2242
Y10-14,F,DE,2009,1681
Y10-14,F,DE,2010,1993
Y10-14,F,DE,2011,2677
Y10-14,F,DE,2012,3998
Y10-14,M,DE,2008,2239
Y10-14,M,DE,2009,1729
Y10-14,M,DE,2010,2072
Y10-14,M,DE,2011,2966
Y10-14,M,DE,2012,4300
Y10-14,F,DE,2020,4734
Y10-14,F,DE,2021,4309
Y10-14,M,DE,2020,4806
Y10-14,M,DE,2021,4648
Y10-14,F,DE,2013,5186
Y10-14,F,DE,2014,7023
Y10-14,F,DE,2015,8399
Y10-14,F,DE,2016,7080
Y10-14,F,DE,2017,6375
Y10-14,F,DE,2018,5982
Y10-14,F,DE,2019,5399
Y10-14,M,DE,2013,5669
Y10-14,M,DE,2014,7430
Y10-14,M,DE,2015,8979
Y10-14,M,DE,2016,7597
Y10-14,M,DE,2017,6889
Y10-14,M,DE,2018,6277
Y10-14,M,DE,2019,5776
Y10-14,F,DE,2016,973
Y10-14,M,DE,2016,1117
Y10-14,F,DE,2008,2926
Y10-14,F,DE,2009,2667
Y10-14,F,DE,2010,2630
Y10-14,F,DE,2011,2665
Y10-14,F,DE,2012,3388
Y10-14,M,DE,2008,2907
Y10-14,M,DE,2009,2899
Y10-14,M,DE,2010,2946
Y10-14,M,DE,2011,3067
Y10-14,M,DE,2012,3905
Y10-14,F,DE,2008,5655
Y10-14,F,DE,2009,4660
Y10-14,F,DE,2010,4983
Y10-14,F,DE,2011,5651
Y10-14,F,DE,2012,7793
Y10-14,F,DE,2013,10355
Y10-14,F,DE,2014,15935
Y10-14,F,DE,2015,33716
Y10-14,F,DE,2016,22148
Y10-14,F,DE,2017,18141
Y10-14,F,DE,2018,16562
Y10-14,F,DE,2019,15865
Y10-14,F,DE,2020,11865
Y10-14,F,DE,2021,16193
Y10-14,M,DE,2008,5587
Y10-14,M,DE,2009,4927
Y10-14,M,DE,2010,5418
Y10-14,M,DE,2011,6366
Y10-14,M,DE,2012,8646
Y10-14,M,DE,2013,11703
Y10-14,M,DE,2014,17897
Y10-14,M,DE,2015,46314
Y10-14,M,DE,2016,25527
Y10-14,M,DE,2017,19819
Y10-14,M,DE,2018,17736
Y10-14,M,DE,2019,17423
Y10-14,M,DE,2020,13134
Y10-14,M,DE,2021,18715
Y10-14,F,DE,2008,1492
Y10-14,F,DE,2009,1073
Y10-14,F,DE,2010,1169
Y10-14,F,DE,2011,1207
Y10-14,F,DE,2012,1565
Y10-14,M,DE,2008,1454
Y10-14,M,DE,2009,1111
Y10-14,M,DE,2010,1263
Y10-14,M,DE,2011,1261
Y10-14,M,DE,2012,1735
Y10-14,F,DE,2008,467
Y10-14,F,DE,2009,757
Y10-14,F,DE,2010,643
Y10-14,F,DE,2011,529
Y10-14,F,DE,2012,574
Y10-14,M,DE,2008,561
Y10-14,M,DE,2009,879
Y10-14,M,DE,2010,807
Y10-14,M,DE,2011,745
Y10-14,M,DE,2012,748
Y10-14,F,DE,2008,967
Y10-14,F,DE,2009,837
Y10-14,F,DE,2010,818
Y10-14,F,DE,2011,929
Y10-14,F,DE,2012,1249
Y10-14,M,DE,2008,892
Y10-14,M,DE,2009,909
Y10-14,M,DE,2010,876
Y10-14,M,DE,2011,1061
Y10-14,M,DE,2012,1422
Y10-14,F,DE,2008,1939
Y10-14,F,DE,2009,1359
Y10-14,F,DE,2010,1451
Y10-14,F,DE,2011,1767
Y10-14,F,DE,2012,1895
Y10-14,F,DE,2013,1711
Y10-14,F,DE,2014,1896
Y10-14,F,DE,2015,1710
Y10-14,F,DE,2016,1806
Y10-14,F,DE,2017,1766
Y10-14,F,DE,2018,1856
Y10-14,F,DE,2019,1937
Y10-14,F,DE,2020,1938
Y10-14,F,DE,2021,1731
Y10-14,M,DE,2008,2227
Y10-14,M,DE,2009,1475
Y10-14,M,DE,2010,1479
Y10-14,M,DE,2011,1844
Y10-14,M,DE,2012,2013
Y10-14,M,DE,2013,1772
Y10-14,M,DE,2014,2048
Y10-14,M,DE,2015,1844
Y10-14,M,DE,2016,1832
Y10-14,M,DE,2017,1910
Y10-14,M,DE,2018,1978
Y10-14,M,DE,2019,2100
Y10-14,M,DE,2020,1922
Y10-14,M,DE,2021,1697
Y10-14,F,DE,2008,3413
Y10-14,F,DE,2009,2979
Y10-14,F,DE,2010,2990
Y10-14,F,DE,2011,2974
Y10-14,F,DE,2012,3795
Y10-14,M,DE,2008,3348
Y10-14,M,DE,2009,3198
Y10-14,M,DE,2010,3346
Y10-14,M,DE,2011,3400
Y10-14,M,DE,2012,4346
Y10-14,F,DE,2020,7131
Y10-14,F,DE,2021,11884
Y10-14,M,DE,2020,8328
Y10-14,M,DE,2021,14067
Y10-14,F,DE,2013,5169
Y10-14,F,DE,2014,8912
Y10-14,F,DE,2015,25317
Y10-14,F,DE,2016,15068
Y10-14,F,DE,2017,11766
Y10-14,F,DE,2018,10580
Y10-14,F,DE,2019,10466
Y10-14,M,DE,2013,6034
Y10-14,M,DE,2014,10467
Y10-14,M,DE,2015,37335
Y10-14,M,DE,2016,17930
Y10-14,M,DE,2017,12930
Y10-14,M,DE,2018,11459
Y10-14,M,DE,2019,11647
Y10-14,F,DE,2008,7782
Y10-14,F,DE,2009,6117
Y10-14,F,DE,2010,6836
Y10-14,F,DE,2011,7615
Y10-14,F,DE,2012,9724
Y10-14,F,DE,2013,12177
Y10-14,F,DE,2014,17898
Y10-14,F,DE,2015,36537
Y10-14,F,DE,2016,24610
Y10-14,F,DE,2017,20049
Y10-14,F,DE,2018,18552
Y10-14,F,DE,2019,18121
Y10-14,F,DE,2020,14397
Y10-14,F,DE,2021,18000
Y10-14,M,DE,2008,8077
Y10-14,M,DE,2009,6519
Y10-14,M,DE,2010,7359
Y10-14,M,DE,2011,8421
Y10-14,M,DE,2012,10695
Y10-14,M,DE,2013,13593
Y10-14,M,DE,2014,20041
Y10-14,M,DE,2015,49846
Y10-14,M,DE,2016,28148
Y10-14,M,DE,2017,21885
Y10-14,M,DE,2018,19874
Y10-14,M,DE,2019,19853
Y10-14,M,DE,2020,15749
Y10-14,M,DE,2021,20505
Y10-14,F,DE,2008,188
Y10-14,F,DE,2009,98
Y10-14,F,DE,2010,402
Y10-14,F,DE,2011,197
Y10-14,F,DE,2012,36
Y10-14,F,DE,2013,111
Y10-14,F,DE,2014,67
Y10-14,F,DE,2015,1111
Y10-14,F,DE,2016,656
Y10-14,F,DE,2017,142
Y10-14,F,DE,2018,134
Y10-14,F,DE,2019,319
Y10-14,F,DE,2020,594
Y10-14,F,DE,2021,76
Y10-14,M,DE,2008,263
Y10-14,M,DE,2009,117
Y10-14,M,DE,2010,462
Y10-14,M,DE,2011,211
Y10-14,M,DE,2012,36
Y10-14,M,DE,2013,118
Y10-14,M,DE,2014,96
Y10-14,M,DE,2015,1688
Y10-14,M,DE,2016,789
